LOCATION,ds,y
IND,2005-01-01,102.66660833333333
IND,2006-01-01,103.36680833333334
IND,2007-01-01,103.07345833333333
IND,2008-01-01,100.24744833333334
IND,2009-01-01,96.81513833333334
IND,2010-01-01,102.00698333333332
IND,2011-01-01,101.01135833333335
IND,2012-01-01,99.14245416666667
IND,2013-01-01,97.56760416666667
IND,2014-01-01,98.54116416666666
IND,2015-01-01,98.08219166666667
IND,2016-01-01,97.6956325
IND,2017-01-01,98.8433875
IND,2018-01-01,99.58255333333334
IND,2019-01-01,96.30233333333332
IND,2020-01-01,95.74527083333334
IND,2021-01-01,102.58920666666667
IND,2022-01-01,103.57885999999999
IRL,2003-01-01,97.63803909090907
IRL,2004-01-01,98.95618416666667
IRL,2005-01-01,99.24126833333332
IRL,2006-01-01,101.48982916666667
IRL,2007-01-01,101.210675
IRL,2008-01-01,97.25351666666667
IRL,2009-01-01,92.48469999999999
IRL,2010-01-01,99.68068333333333
IRL,2011-01-01,100.6619
IRL,2012-01-01,99.87710583333335
IRL,2013-01-01,100.11553583333334
IRL,2014-01-01,102.45688333333334
IRL,2015-01-01,102.66948333333333
IRL,2016-01-01,101.81468333333333
IRL,2017-01-01,101.58607
IRL,2018-01-01,102.87844166666667
IRL,2019-01-01,100.05061916666666
IRL,2020-01-01,95.74594666666667
IRL,2021-01-01,101.69320083333332
IRL,2022-01-01,99.34462833333333
ISR,2003-01-01,97.79307636363637
ISR,2004-01-01,100.92529
ISR,2005-01-01,101.27613333333333
ISR,2006-01-01,101.93762500000001
ISR,2007-01-01,102.38398333333333
ISR,2008-01-01,101.23787499999999
ISR,2009-01-01,97.16124333333333
ISR,2010-01-01,101.608325
ISR,2011-01-01,98.4114
ISR,2012-01-01,97.41154999999999
ISR,2013-01-01,98.77739583333333
ISR,2014-01-01,99.13366083333334
ISR,2015-01-01,99.35712416666667
ISR,2016-01-01,100.91299166666666
ISR,2017-01-01,101.64708333333334
ISR,2018-01-01,101.45570833333333
ISR,2019-01-01,101.62404166666666
ISR,2020-01-01,100.40254750000001
ISR,2021-01-01,101.999575
ISR,2022-01-01,102.3395
ITA,2003-01-01,100.35960909090909
ITA,2004-01-01,100.58710833333333
ITA,2005-01-01,100.30441333333333
ITA,2006-01-01,101.648125
ITA,2007-01-01,101.5265
ITA,2008-01-01,99.74182083333334
ITA,2009-01-01,97.64475916666667
ITA,2010-01-01,100.26436166666667
ITA,2011-01-01,100.2841325
ITA,2012-01-01,98.77812416666666
ITA,2013-01-01,99.480325
ITA,2014-01-01,100.29625833333334
ITA,2015-01-01,100.7435
ITA,2016-01-01,100.62808333333334
ITA,2017-01-01,101.44929166666667
ITA,2018-01-01,101.21603333333333
ITA,2019-01-01,100.34174166666666
ITA,2020-01-01,98.63952499999999
ITA,2021-01-01,101.70142499999999
ITA,2022-01-01,101.21914166666666
JPN,2003-01-01,99.43292727272727
JPN,2004-01-01,101.03121666666668
JPN,2005-01-01,101.03270833333333
JPN,2006-01-01,101.33268333333332
JPN,2007-01-01,101.27704999999999
JPN,2008-01-01,100.06086499999999
JPN,2009-01-01,97.47818416666667
JPN,2010-01-01,99.66826416666667
JPN,2011-01-01,100.01678
JPN,2012-01-01,99.9230975
JPN,2013-01-01,100.09577833333333
JPN,2014-01-01,100.91224999999999
JPN,2015-01-01,100.79301666666667
JPN,2016-01-01,100.58763333333333
JPN,2017-01-01,101.27086666666666
JPN,2018-01-01,101.59791666666666
JPN,2019-01-01,100.68361666666665
JPN,2020-01-01,98.80876083333334
JPN,2021-01-01,100.45870833333333
JPN,2022-01-01,100.593525
KOR,2003-01-01,98.33550818181817
KOR,2004-01-01,99.02580333333333
KOR,2005-01-01,99.31388
KOR,2006-01-01,99.94122499999999
KOR,2007-01-01,99.9303625
KOR,2008-01-01,99.23895499999999
KOR,2009-01-01,98.38747833333333
KOR,2010-01-01,100.55241666666666
KOR,2011-01-01,99.98232583333333
KOR,2012-01-01,98.903495
KOR,2013-01-01,99.00844083333334
KOR,2014-01-01,99.08524666666666
KOR,2015-01-01,98.79596583333334
KOR,2016-01-01,98.65172416666667
KOR,2017-01-01,99.17204833333334
KOR,2018-01-01,98.80219
KOR,2019-01-01,98.59158083333334
KOR,2020-01-01,97.72832249999999
KOR,2021-01-01,100.19968083333333
KOR,2022-01-01,99.4802475
LTU,2003-01-01,100.13965545454545
LTU,2004-01-01,101.78345833333333
LTU,2005-01-01,102.95321666666666
LTU,2006-01-01,105.07671666666666
LTU,2007-01-01,105.38683333333334
LTU,2008-01-01,99.77327416666667
LTU,2009-01-01,92.7330925
LTU,2010-01-01,98.607975
LTU,2011-01-01,101.01060583333333
LTU,2012-01-01,99.18805333333334
LTU,2013-01-01,101.5387
LTU,2014-01-01,100.84283333333333
LTU,2015-01-01,100.46793333333333
LTU,2016-01-01,100.91723333333334
LTU,2017-01-01,102.26954166666667
LTU,2018-01-01,102.71805
LTU,2019-01-01,102.21058333333333
LTU,2020-01-01,100.29115833333333
LTU,2021-01-01,103.65216666666667
LTU,2022-01-01,101.77616166666667
LUX,2003-01-01,98.91733272727274
LUX,2004-01-01,101.243035
LUX,2005-01-01,99.98948583333333
LUX,2006-01-01,101.18985833333333
LUX,2007-01-01,101.96205833333333
LUX,2008-01-01,99.62130333333333
LUX,2009-01-01,96.99637166666666
LUX,2010-01-01,99.17274666666667
LUX,2011-01-01,100.28799166666666
LUX,2012-01-01,97.64823333333334
LUX,2013-01-01,97.09460333333334
LUX,2014-01-01,97.9059875
LUX,2015-01-01,98.2118975
LUX,2016-01-01,99.8441775
LUX,2017-01-01,101.23246666666667
LUX,2018-01-01,100.79028333333333
LUX,2019-01-01,99.45400416666666
LUX,2020-01-01,99.01775083333332
LUX,2021-01-01,102.31931666666667
LUX,2022-01-01,101.04489666666666
LVA,2003-01-01,104.39144545454546
LVA,2004-01-01,104.29453333333333
LVA,2005-01-01,104.96010000000001
LVA,2006-01-01,105.32143333333333
LVA,2007-01-01,104.51141666666666
LVA,2008-01-01,97.21275916666667
LVA,2009-01-01,92.45140083333332
LVA,2010-01-01,99.32272999999999
LVA,2011-01-01,100.56495416666667
LVA,2012-01-01,101.07319166666667
LVA,2013-01-01,101.40831666666666
LVA,2014-01-01,100.91646666666666
LVA,2015-01-01,100.15451583333333
LVA,2016-01-01,100.97393333333333
LVA,2017-01-01,102.75597499999999
LVA,2018-01-01,103.20507500000001
LVA,2019-01-01,102.03411666666666
LVA,2020-01-01,100.02767416666666
LVA,2021-01-01,102.33333333333333
LVA,2022-01-01,100.75077833333334
MEX,2003-01-01,97.68347636363636
MEX,2004-01-01,100.73927166666665
MEX,2005-01-01,101.35694166666667
MEX,2006-01-01,102.50705833333335
MEX,2007-01-01,103.19002499999999
MEX,2008-01-01,98.4865775
MEX,2009-01-01,94.78481666666666
MEX,2010-01-01,102.05933750000001
MEX,2011-01-01,102.76591666666667
MEX,2012-01-01,102.16966666666667
MEX,2013-01-01,102.18470833333333
MEX,2014-01-01,100.84325833333332
MEX,2015-01-01,99.50622166666666
MEX,2016-01-01,99.01637333333333
MEX,2017-01-01,98.81649750000001
MEX,2018-01-01,100.2119525
MEX,2019-01-01,100.13926916666667
MEX,2020-01-01,95.30615999999999
MEX,2021-01-01,99.47033166666667
MEX,2022-01-01,100.14435583333334
NLD,2003-01-01,99.32347454545453
NLD,2004-01-01,100.34465
NLD,2005-01-01,100.27143166666667
NLD,2006-01-01,101.43609166666666
NLD,2007-01-01,101.50847499999999
NLD,2008-01-01,100.3674825
NLD,2009-01-01,97.78709250000001
NLD,2010-01-01,99.95783833333333
NLD,2011-01-01,100.260605
NLD,2012-01-01,99.52550583333334
NLD,2013-01-01,99.79090000000001
NLD,2014-01-01,100.39495833333332
NLD,2015-01-01,100.74414166666666
NLD,2016-01-01,100.84140000000001
NLD,2017-01-01,101.38180833333332
NLD,2018-01-01,101.45256666666667
NLD,2019-01-01,100.9618
NLD,2020-01-01,99.05207666666666
NLD,2021-01-01,101.50694166666666
NLD,2022-01-01,101.269525
NOR,2003-01-01,99.27041272727273
NOR,2004-01-01,101.36204166666666
NOR,2005-01-01,101.37514166666666
NOR,2006-01-01,102.20611666666667
NOR,2007-01-01,101.56298333333332
NOR,2008-01-01,98.97655083333332
NOR,2009-01-01,97.91453416666667
NOR,2010-01-01,100.585495
NOR,2011-01-01,100.89553333333333
NOR,2012-01-01,100.43424333333333
NOR,2013-01-01,100.1519025
NOR,2014-01-01,100.17154333333333
NOR,2015-01-01,98.459775
NOR,2016-01-01,98.85250333333333
NOR,2017-01-01,100.08322083333333
NOR,2018-01-01,100.88500833333335
NOR,2019-01-01,100.21560749999999
NOR,2020-01-01,98.55173500000001
NOR,2021-01-01,100.97674166666667
NOR,2022-01-01,99.7390825
NZL,2003-01-01,99.49585363636365
NZL,2004-01-01,99.351085
NZL,2005-01-01,98.28966083333334
NZL,2006-01-01,98.3329025
NZL,2007-01-01,98.90938666666666
NZL,2008-01-01,97.551775
NZL,2009-01-01,99.7663525
NZL,2010-01-01,101.48253333333332
NZL,2011-01-01,100.85022500000001
NZL,2012-01-01,101.04148333333335
NZL,2013-01-01,102.43475833333333
NZL,2014-01-01,102.12960833333334
NZL,2015-01-01,100.56292583333334
NZL,2016-01-01,101.068675
NZL,2017-01-01,100.9680675
NZL,2018-01-01,99.29857416666665
NZL,2019-01-01,98.37874916666668
NZL,2020-01-01,98.27984333333335
NZL,2021-01-01,99.64306333333333
NZL,2022-01-01,98.49377777777778
POL,2003-01-01,99.62031727272728
POL,2004-01-01,100.64858333333332
POL,2005-01-01,100.33361666666667
POL,2006-01-01,101.52836666666667
POL,2007-01-01,102.55781666666667
POL,2008-01-01,101.1414125
POL,2009-01-01,97.72921083333334
POL,2010-01-01,99.9876775
POL,2011-01-01,99.98312416666666
POL,2012-01-01,99.09867833333334
POL,2013-01-01,99.11852833333334
POL,2014-01-01,100.070025
POL,2015-01-01,100.32209166666667
POL,2016-01-01,100.42658333333333
POL,2017-01-01,101.29763333333334
POL,2018-01-01,102.14020833333332
POL,2019-01-01,101.14623333333333
POL,2020-01-01,97.92776166666665
POL,2021-01-01,100.18263583333334
POL,2022-01-01,98.89690916666667
PRT,2003-01-01,98.26081909090908
PRT,2004-01-01,100.10207416666667
PRT,2005-01-01,99.82372916666667
PRT,2006-01-01,100.604865
PRT,2007-01-01,102.35845
PRT,2008-01-01,99.37098916666667
PRT,2009-01-01,94.94072416666666
PRT,2010-01-01,98.6698875
PRT,2011-01-01,97.55555833333334
PRT,2012-01-01,96.16713333333333
PRT,2013-01-01,97.88399583333334
PRT,2014-01-01,100.07085833333333
PRT,2015-01-01,101.21962500000001
PRT,2016-01-01,101.37509999999999
PRT,2017-01-01,102.30065833333333
PRT,2018-01-01,101.73856666666667
PRT,2019-01-01,100.61269166666666
PRT,2020-01-01,96.51386500000001
PRT,2021-01-01,100.21073916666667
PRT,2022-01-01,100.25553166666667
SVK,2003-01-01,101.38376818181818
SVK,2004-01-01,102.04386666666666
SVK,2005-01-01,100.7938525
SVK,2006-01-01,102.20598333333334
SVK,2007-01-01,102.94744166666668
SVK,2008-01-01,98.232505
SVK,2009-01-01,95.45596416666666
SVK,2010-01-01,99.85123416666666
SVK,2011-01-01,99.999115
SVK,2012-01-01,98.88725583333333
SVK,2013-01-01,98.71650083333333
SVK,2014-01-01,99.89482249999999
SVK,2015-01-01,100.2140675
SVK,2016-01-01,100.75604166666666
SVK,2017-01-01,100.5337775
SVK,2018-01-01,100.15689166666665
SVK,2019-01-01,98.333305
SVK,2020-01-01,97.66893499999999
SVK,2021-01-01,99.42733583333334
SVK,2022-01-01,98.15266416666667
SVN,2003-01-01,98.87647545454546
SVN,2004-01-01,100.71551583333333
SVN,2005-01-01,100.15140000000001
SVN,2006-01-01,103.24446666666667
SVN,2007-01-01,103.4635
SVN,2008-01-01,98.6199325
SVN,2009-01-01,93.83473416666668
SVN,2010-01-01,100.26498249999999
SVN,2011-01-01,100.23277
SVN,2012-01-01,97.28407083333333
SVN,2013-01-01,98.81926166666666
SVN,2014-01-01,100.89680750000001
SVN,2015-01-01,101.85444166666667
SVN,2016-01-01,101.85566666666666
SVN,2017-01-01,103.04049166666665
SVN,2018-01-01,102.570925
SVN,2019-01-01,100.4454225
SVN,2020-01-01,97.8905325
SVN,2021-01-01,102.49332500000001
SVN,2022-01-01,100.30506083333334
SWE,2003-01-01,98.81110363636363
SWE,2004-01-01,99.902655
SWE,2005-01-01,99.2565225
SWE,2006-01-01,100.519625
SWE,2007-01-01,100.79879166666666
SWE,2008-01-01,98.68274666666667
SWE,2009-01-01,96.87087166666667
SWE,2010-01-01,100.71068583333333
SWE,2011-01-01,100.34974833333332
SWE,2012-01-01,98.85253
SWE,2013-01-01,98.85677500000001
SWE,2014-01-01,99.83445666666667
SWE,2015-01-01,100.19683916666666
SWE,2016-01-01,100.58214249999999
SWE,2017-01-01,102.25394166666666
SWE,2018-01-01,102.34668333333333
SWE,2019-01-01,100.2107275
SWE,2020-01-01,99.12355166666667
SWE,2021-01-01,103.39440833333333
SWE,2022-01-01,102.86720000000001
TUR,2003-01-01,99.47558272727274
TUR,2004-01-01,99.87188833333333
TUR,2005-01-01,99.54304416666668
TUR,2006-01-01,99.99227416666668
TUR,2007-01-01,101.25965000000001
TUR,2008-01-01,94.46907166666666
TUR,2009-01-01,92.88338749999998
TUR,2010-01-01,99.5523975
TUR,2011-01-01,100.43618833333333
TUR,2012-01-01,98.96975916666666
TUR,2013-01-01,99.67553416666668
TUR,2014-01-01,99.79218083333335
TUR,2015-01-01,99.30568166666667
TUR,2016-01-01,99.92415916666666
TUR,2017-01-01,100.97488083333333
TUR,2018-01-01,98.40200750000001
TUR,2019-01-01,97.36404833333334
TUR,2020-01-01,97.0996975
TUR,2021-01-01,101.88323333333334
TUR,2022-01-01,98.98299250000001
USA,2003-01-01,100.01725818181818
USA,2004-01-01,101.61703333333332
USA,2005-01-01,100.49013083333334
USA,2006-01-01,99.95553583333333
USA,2007-01-01,99.53108166666668
USA,2008-01-01,98.27705083333332
USA,2009-01-01,98.40589083333333
USA,2010-01-01,100.88631666666667
USA,2011-01-01,100.41337333333333
USA,2012-01-01,99.65781416666665
USA,2013-01-01,100.0511475
USA,2014-01-01,100.54163333333334
USA,2015-01-01,99.56398583333333
USA,2016-01-01,99.60343416666666
USA,2017-01-01,100.95114166666667
USA,2018-01-01,101.25065833333333
USA,2019-01-01,99.5401925
USA,2020-01-01,99.7813175
USA,2021-01-01,101.655975
USA,2022-01-01,100.06946416666666
